entry,at,order
"-- starting hand #31 (id: 6nxbpnbddoyq)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:59:17.199Z,177458035719900
"-- ending hand #30 --",2026-03-27T02:59:11.167Z,177458035116703
"""nad @ -kxVOncdJw"" collected 120 from pot with Three of a Kind, Q's (combination: J♠, A♥, Q♣, Q♦, Q♥)",2026-03-27T02:59:11.167Z,177458035116702
"""nad @ -kxVOncdJw"" shows a 7♥, J♠, 3♥, A♥.",2026-03-27T02:59:11.167Z,177458035116701
"""1000 @ 8pAlpXMD6x"" shows a 9♠, 10♦, J♥, 3♣.",2026-03-27T02:59:11.167Z,177458035116700
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:59:10.313Z,177458035031300
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:59:08.531Z,177458034853100
"River: 4♠, Q♣, Q♦, Q♥ [A♣]",2026-03-27T02:59:07.655Z,177458034765500
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:59:06.817Z,177458034681700
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:59:05.933Z,177458034593300
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:59:02.862Z,177458034286200
"Turn: 4♠, Q♣, Q♦ [Q♥]",2026-03-27T02:59:01.732Z,177458034173200
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:59:00.860Z,177458034086000
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:58:59.791Z,177458033979100
"Flop:  [4♠, Q♣, Q♦]",2026-03-27T02:58:58.494Z,177458033849400
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:58:57.678Z,177458033767800
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:58:54.361Z,177458033436100
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:58:52.634Z,177458033263400
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:58:51.329Z,177458033132907
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:58:51.329Z,177458033132906
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (2000) | #2 ""nad @ -kxVOncdJw"" (1000)",2026-03-27T02:58:51.329Z,177458033132903
"The player ""nad @ -kxVOncdJw"" joined the game with a stack of 1000.",2026-03-27T02:58:51.329Z,177458033132902
"The player ""1000 @ 8pAlpXMD6x"" joined the game with a stack of 2000.",2026-03-27T02:58:51.329Z,177458033132901
"-- starting hand #30 (id: v0cxs4ou7l49)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:58:51.329Z,177458033132900
"The admin approved the player ""nad @ -kxVOncdJw"" participation with a stack of 1000.",2026-03-27T02:58:49.107Z,177458032910700
"Game Config Changes
* Allow Run it Twice: no » ask players
* Restart Blind Schedule at Level: none » 1",2026-03-27T02:58:44.628Z,177458032462800
"Game Config Changes
* Restart Blind Schedule at Level: none » 1",2026-03-27T02:58:42.184Z,177458032218400
"The player ""nad @ -kxVOncdJw"" requested a seat.",2026-03-27T02:58:40.827Z,177458032082700
"The player ""nad @ -kxVOncdJw"" quits the game with a stack of 0.",2026-03-27T02:58:35.831Z,177458031583100
"-- ending hand #29 --",2026-03-27T02:58:29.827Z,177458030982701
"""1000 @ 8pAlpXMD6x"" collected 630 from pot with Two Pair, K's & 7's (combination: 6♦, 7♥, 7♠, K♥, K♦)",2026-03-27T02:58:29.827Z,177458030982700
"River: 6♦, 3♦, 7♥, 4♠ [7♠]",2026-03-27T02:58:25.823Z,177458030582300
"Turn: 6♦, 3♦, 7♥ [4♠]",2026-03-27T02:58:21.769Z,177458030176900
"""nad @ -kxVOncdJw"" shows a 9♠, A♦, 8♥, Q♣.",2026-03-27T02:58:17.766Z,177458029776602
"""1000 @ 8pAlpXMD6x"" shows a 10♦, 8♦, K♥, K♦.",2026-03-27T02:58:17.766Z,177458029776601
"Uncalled bet of 105 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:58:17.766Z,177458029776600
"""nad @ -kxVOncdJw"" calls 225 and go all in",2026-03-27T02:58:16.951Z,177458029695100
"""1000 @ 8pAlpXMD6x"" raises to 330",2026-03-27T02:58:15.431Z,177458029543100
"""nad @ -kxVOncdJw"" bets 50",2026-03-27T02:58:13.177Z,177458029317700
"Flop:  [6♦, 3♦, 7♥]",2026-03-27T02:58:08.278Z,177458028827800
"""1000 @ 8pAlpXMD6x"" calls 90",2026-03-27T02:58:07.437Z,177458028743700
"""nad @ -kxVOncdJw"" raises to 90",2026-03-27T02:58:05.063Z,177458028506300
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:58:00.936Z,177458028093600
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:57:59.035Z,177458027903505
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:57:59.035Z,177458027903504
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1685) | #2 ""nad @ -kxVOncdJw"" (315)",2026-03-27T02:57:59.035Z,177458027903501
"-- starting hand #29 (id: e5jz11sljlxe)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:57:59.035Z,177458027903500
"-- ending hand #28 --",2026-03-27T02:57:53.022Z,177458027302202
"""1000 @ 8pAlpXMD6x"" collected 180 from pot with Straight, K High (combination: 9♣, 10♣, J♦, Q♥, K♥)",2026-03-27T02:57:53.022Z,177458027302201
"""1000 @ 8pAlpXMD6x"" shows a 9♣, Q♥, 6♠, 4♥.",2026-03-27T02:57:53.022Z,177458027302200
"""nad @ -kxVOncdJw"" calls 60",2026-03-27T02:57:52.166Z,177458027216600
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T02:57:51.264Z,177458027126400
"River: K♥, 10♣, Q♦, 7♥ [J♦]",2026-03-27T02:57:46.950Z,177458026695000
"""nad @ -kxVOncdJw"" calls 20",2026-03-27T02:57:46.125Z,177458026612500
"""1000 @ 8pAlpXMD6x"" bets 20",2026-03-27T02:57:45.009Z,177458026500900
"Turn: K♥, 10♣, Q♦ [7♥]",2026-03-27T02:57:42.721Z,177458026272100
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:57:41.913Z,177458026191300
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:57:40.053Z,177458026005300
"Flop:  [K♥, 10♣, Q♦]",2026-03-27T02:57:38.694Z,177458025869400
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:57:37.859Z,177458025785900
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:57:36.388Z,177458025638800
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:57:35.403Z,177458025540305
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:57:35.403Z,177458025540304
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1595) | #2 ""nad @ -kxVOncdJw"" (405)",2026-03-27T02:57:35.403Z,177458025540301
"-- starting hand #28 (id: n0l4mr6pk7kq)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:57:35.403Z,177458025540300
"""1000 @ 8pAlpXMD6x"" shows a 4♣, A♠, A♣.",2026-03-27T02:57:31.714Z,177458025171400
"""1000 @ 8pAlpXMD6x"" shows a K♦.",2026-03-27T02:57:31.346Z,177458025134600
"""nad @ -kxVOncdJw"" shows a 6♠, J♣, J♥, J♠.",2026-03-27T02:57:31.318Z,177458025131800
"-- ending hand #27 --",2026-03-27T02:57:31.092Z,177458025109202
"""1000 @ 8pAlpXMD6x"" collected 20 from pot",2026-03-27T02:57:31.092Z,177458025109201
"Uncalled bet of 20 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:57:31.092Z,177458025109200
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:57:30.250Z,177458025025000
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:57:29.368Z,177458024936800
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:57:27.085Z,177458024708505
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:57:27.085Z,177458024708504
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1585) | #2 ""nad @ -kxVOncdJw"" (415)",2026-03-27T02:57:27.085Z,177458024708501
"-- starting hand #27 (id: 8ctrcj37wujx)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:57:27.085Z,177458024708500
"""1000 @ 8pAlpXMD6x"" shows a A♣, K♣, 5♣, 3♦.",2026-03-27T02:57:23.764Z,177458024376400
"-- ending hand #26 --",2026-03-27T02:57:23.479Z,177458024347902
"""1000 @ 8pAlpXMD6x"" collected 240 from pot",2026-03-27T02:57:23.479Z,177458024347901
"Uncalled bet of 120 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:57:23.479Z,177458024347900
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:57:22.628Z,177458024262800
"""1000 @ 8pAlpXMD6x"" bets 120",2026-03-27T02:57:19.423Z,177458023942300
"River: 5♦, 8♣, 10♠, 4♣ [9♠]",2026-03-27T02:57:17.272Z,177458023727200
"""nad @ -kxVOncdJw"" calls 90",2026-03-27T02:57:16.425Z,177458023642500
"""1000 @ 8pAlpXMD6x"" raises to 90",2026-03-27T02:57:14.165Z,177458023416500
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:57:11.280Z,177458023128000
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:57:06.677Z,177458022667700
"Turn: 5♦, 8♣, 10♠ [4♣]",2026-03-27T02:57:05.979Z,177458022597900
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:57:05.127Z,177458022512700
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:57:03.165Z,177458022316500
"Flop:  [5♦, 8♣, 10♠]",2026-03-27T02:57:01.577Z,177458022157700
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:57:00.687Z,177458022068700
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T02:56:59.819Z,177458021981900
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:56:57.980Z,177458021798006
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:56:57.980Z,177458021798005
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1465) | #2 ""nad @ -kxVOncdJw"" (535)",2026-03-27T02:56:57.980Z,177458021798002
"-- starting hand #26 (id: ykgjsutu3vyh)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:56:57.980Z,177458021798001
"Game Config Changes
* Poker Variant: No Limit Texas Hold'em » Pot Limit Omaha Hi
* Restart Blind Schedule at Level: none » 1",2026-03-27T02:56:57.980Z,177458021798000
"""1000 @ 8pAlpXMD6x"" shows a 6♠, 10♠.",2026-03-27T02:56:52.298Z,177458021229800
"-- ending hand #25 --",2026-03-27T02:56:51.444Z,177458021144402
"""nad @ -kxVOncdJw"" collected 180 from pot with Flush, A High (combination: 3♥, 6♥, 8♥, 10♥, A♥)",2026-03-27T02:56:51.444Z,177458021144401
"""nad @ -kxVOncdJw"" shows a A♥, 3♥.",2026-03-27T02:56:51.444Z,177458021144400
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:56:50.640Z,177458021064000
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:56:49.715Z,177458020971500
"River: Q♣, J♦, 10♥, 8♥ [6♥]",2026-03-27T02:56:46.843Z,177458020684300
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:56:46.015Z,177458020601500
"""nad @ -kxVOncdJw"" bets 30",2026-03-27T02:56:45.138Z,177458020513800
"Turn: Q♣, J♦, 10♥ [8♥]",2026-03-27T02:56:42.435Z,177458020243500
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:56:41.603Z,177458020160300
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:56:38.579Z,177458019857900
"Flop:  [Q♣, J♦, 10♥]",2026-03-27T02:56:34.342Z,177458019434200
"""1000 @ 8pAlpXMD6x"" calls 30",2026-03-27T02:56:33.459Z,177458019345900
"""nad @ -kxVOncdJw"" raises to 30",2026-03-27T02:56:32.579Z,177458019257900
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:56:30.616Z,177458019061600
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:56:29.358Z,177458018935805
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:56:29.358Z,177458018935804
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1555) | #2 ""nad @ -kxVOncdJw"" (445)",2026-03-27T02:56:29.358Z,177458018935801
"-- starting hand #25 (id: tj9jec5uhuln)  No Limit Texas Hold'em (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:56:29.358Z,177458018935800
"""1000 @ 8pAlpXMD6x"" shows a 2♣, 2♦.",2026-03-27T02:56:25.945Z,177458018594500
"-- ending hand #24 --",2026-03-27T02:56:25.740Z,177458018574002
"""nad @ -kxVOncdJw"" collected 60 from pot",2026-03-27T02:56:25.740Z,177458018574001
"Uncalled bet of 60 returned to ""nad @ -kxVOncdJw""",2026-03-27T02:56:25.740Z,177458018574000
"""1000 @ 8pAlpXMD6x"" folds",2026-03-27T02:56:24.836Z,177458018483600
"""nad @ -kxVOncdJw"" bets 60",2026-03-27T02:56:23.669Z,177458018366900
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:56:19.427Z,177458017942700
"River: 8♦, K♠, 5♦, K♣ [8♥]",2026-03-27T02:56:18.329Z,177458017832900
"""1000 @ 8pAlpXMD6x"" calls 20",2026-03-27T02:56:17.509Z,177458017750900
"""nad @ -kxVOncdJw"" bets 20",2026-03-27T02:56:16.485Z,177458017648500
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:56:13.721Z,177458017372100
"Turn: 8♦, K♠, 5♦ [K♣]",2026-03-27T02:56:12.706Z,177458017270600
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:56:11.802Z,177458017180200
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:56:08.846Z,177458016884600
"Flop:  [8♦, K♠, 5♦]",2026-03-27T02:56:07.106Z,177458016710600
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:56:06.274Z,177458016627400
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:56:05.354Z,177458016535400
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:56:02.348Z,177458016234805
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:56:02.348Z,177458016234804
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1585) | #2 ""nad @ -kxVOncdJw"" (415)",2026-03-27T02:56:02.348Z,177458016234801
"-- starting hand #24 (id: 6fkr0dagdyoh)  No Limit Texas Hold'em (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:56:02.348Z,177458016234800
"-- ending hand #23 --",2026-03-27T02:55:59.333Z,177458015933302
"""nad @ -kxVOncdJw"" collected 20 from pot",2026-03-27T02:55:59.333Z,177458015933301
"Uncalled bet of 20 returned to ""nad @ -kxVOncdJw""",2026-03-27T02:55:59.333Z,177458015933300
"""1000 @ 8pAlpXMD6x"" folds",2026-03-27T02:55:58.492Z,177458015849200
"""nad @ -kxVOncdJw"" bets 20",2026-03-27T02:55:57.634Z,177458015763400
"Turn: J♦, 6♣, J♥ [K♠]",2026-03-27T02:55:54.731Z,177458015473100
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:55:53.853Z,177458015385300
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:55:52.974Z,177458015297400
"Flop:  [J♦, 6♣, J♥]",2026-03-27T02:55:50.528Z,177458015052800
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:55:49.651Z,177458014965100
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:55:47.874Z,177458014787400
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:55:46.724Z,177458014672405
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:55:46.724Z,177458014672404
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1595) | #2 ""nad @ -kxVOncdJw"" (405)",2026-03-27T02:55:46.724Z,177458014672401
"-- starting hand #23 (id: kgza8cmvlexm)  No Limit Texas Hold'em (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:55:46.724Z,177458014672400
"-- ending hand #22 --",2026-03-27T02:55:43.786Z,177458014378602
"""1000 @ 8pAlpXMD6x"" collected 120 from pot",2026-03-27T02:55:43.786Z,177458014378601
"Uncalled bet of 1475 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:55:43.786Z,177458014378600
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:55:42.929Z,177458014292900
"""1000 @ 8pAlpXMD6x"" bets 1475 and go all in",2026-03-27T02:55:15.464Z,177458011546400
"River: 6♥, 7♥, 4♦, A♣ [4♥]",2026-03-27T02:55:13.216Z,177458011321600
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:55:12.410Z,177458011241000
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T02:55:10.760Z,177458011076000
"Turn: 6♥, 7♥, 4♦ [A♣]",2026-03-27T02:55:09.017Z,177458010901700
"""nad @ -kxVOncdJw"" calls 20",2026-03-27T02:55:08.196Z,177458010819600
"""1000 @ 8pAlpXMD6x"" bets 20",2026-03-27T02:55:06.160Z,177458010616000
"Flop:  [6♥, 7♥, 4♦]",2026-03-27T02:55:02.762Z,177458010276200
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:55:01.912Z,177458010191200
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:55:00.862Z,177458010086200
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:54:59.650Z,177458009965006
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:54:59.650Z,177458009965005
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1535) | #2 ""nad @ -kxVOncdJw"" (465)",2026-03-27T02:54:59.650Z,177458009965002
"-- starting hand #22 (id: ufjvz86bn6eh)  No Limit Texas Hold'em (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:54:59.650Z,177458009965001
"Game Config Changes
* Poker Variant: Pot Limit Omaha Hi » No Limit Texas Hold'em
* Restart Blind Schedule at Level: none » 1",2026-03-27T02:54:59.650Z,177458009965000
"-- ending hand #21 --",2026-03-27T02:54:56.697Z,177458009669702
"""1000 @ 8pAlpXMD6x"" collected 460 from pot",2026-03-27T02:54:56.697Z,177458009669701
"Uncalled bet of 230 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:54:56.697Z,177458009669700
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:54:55.859Z,177458009585900
"""1000 @ 8pAlpXMD6x"" raises to 340",2026-03-27T02:54:53.644Z,177458009364400
"""nad @ -kxVOncdJw"" bets 110",2026-03-27T02:54:50.867Z,177458009086700
"River: 3♥, 9♥, 7♥, 3♠ [A♥]",2026-03-27T02:54:44.841Z,177458008484100
"""nad @ -kxVOncdJw"" calls 60",2026-03-27T02:54:44.019Z,177458008401900
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T02:54:42.441Z,177458008244100
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:54:40.451Z,177458008045100
"Turn: 3♥, 9♥, 7♥ [3♠]",2026-03-27T02:54:39.082Z,177458007908200
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:54:38.278Z,177458007827800
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T02:54:36.687Z,177458007668700
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:54:30.071Z,177458007007100
"Flop:  [3♥, 9♥, 7♥]",2026-03-27T02:54:26.225Z,177458006622500
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:54:25.408Z,177458006540800
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:54:23.978Z,177458006397800
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:54:22.087Z,177458006208705
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:54:22.087Z,177458006208704
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1305) | #2 ""nad @ -kxVOncdJw"" (695)",2026-03-27T02:54:22.087Z,177458006208701
"-- starting hand #21 (id: kcsc8wpcpqxi)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:54:22.087Z,177458006208700
"-- ending hand #20 --",2026-03-27T02:54:16.083Z,177458005608303
"""1000 @ 8pAlpXMD6x"" collected 100 from pot with Two Pair, A's & J's (combination: Q♠, J♥, J♣, A♥, A♠)",2026-03-27T02:54:16.083Z,177458005608302
"""1000 @ 8pAlpXMD6x"" shows a Q♠, 2♠, 10♥, J♥.",2026-03-27T02:54:16.083Z,177458005608301
"""nad @ -kxVOncdJw"" shows a 8♣, 4♥, 8♥, 2♦.",2026-03-27T02:54:16.083Z,177458005608300
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:54:15.275Z,177458005527500
"""nad @ -kxVOncdJw"" bets 10",2026-03-27T02:54:13.596Z,177458005359600
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:54:12.015Z,177458005201500
"River: A♥, 7♦, 4♣, J♣ [A♠]",2026-03-27T02:54:10.883Z,177458005088300
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:54:10.070Z,177458005007000
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:54:04.996Z,177458004499600
"Turn: A♥, 7♦, 4♣ [J♣]",2026-03-27T02:54:04.208Z,177458004420800
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:54:03.388Z,177458004338800
"""nad @ -kxVOncdJw"" bets 10",2026-03-27T02:54:02.327Z,177458004232700
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:54:00.772Z,177458004077200
"Flop:  [A♥, 7♦, 4♣]",2026-03-27T02:53:59.340Z,177458003934000
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:53:58.524Z,177458003852400
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:53:57.049Z,177458003704900
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:53:54.345Z,177458003434500
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:53:53.225Z,177458003322505
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:53:53.225Z,177458003322504
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1255) | #2 ""nad @ -kxVOncdJw"" (745)",2026-03-27T02:53:53.225Z,177458003322501
"-- starting hand #20 (id: veoetlqojqhq)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:53:53.225Z,177458003322500
"-- ending hand #19 --",2026-03-27T02:53:47.221Z,177458002722103
"""1000 @ 8pAlpXMD6x"" collected 200 from pot with Two Pair, 7's & 4's (combination: J♣, 4♥, 4♠, 7♦, 7♠)",2026-03-27T02:53:47.221Z,177458002722102
"""1000 @ 8pAlpXMD6x"" shows a 7♦, A♥, 9♠, 4♥.",2026-03-27T02:53:47.221Z,177458002722101
"""nad @ -kxVOncdJw"" shows a 4♣, K♠, 3♥, A♦.",2026-03-27T02:53:47.221Z,177458002722100
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:53:46.382Z,177458002638200
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:53:45.505Z,177458002550500
"River: 7♠, 4♠, 8♣, J♣ [5♥]",2026-03-27T02:53:40.495Z,177458002049500
"""1000 @ 8pAlpXMD6x"" calls 40",2026-03-27T02:53:39.666Z,177458001966600
"""nad @ -kxVOncdJw"" bets 40",2026-03-27T02:53:38.782Z,177458001878200
"Turn: 7♠, 4♠, 8♣ [J♣]",2026-03-27T02:53:35.213Z,177458001521300
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:53:34.366Z,177458001436600
"""1000 @ 8pAlpXMD6x"" bets 30",2026-03-27T02:53:32.555Z,177458001255500
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:53:28.848Z,177458000884800
"Flop:  [7♠, 4♠, 8♣]",2026-03-27T02:53:23.806Z,177458000380600
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:53:22.956Z,177458000295600
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:53:21.629Z,177458000162900
"""nad @ -kxVOncdJw"" posts a big blind of 10",2026-03-27T02:53:19.674Z,177457999967405
"""1000 @ 8pAlpXMD6x"" posts a small blind of 5",2026-03-27T02:53:19.674Z,177457999967404
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1155) | #2 ""nad @ -kxVOncdJw"" (845)",2026-03-27T02:53:19.674Z,177457999967401
"-- starting hand #19 (id: vvnzudz09exp)  Pot Limit Omaha Hi (dealer: ""1000 @ 8pAlpXMD6x"") --",2026-03-27T02:53:19.674Z,177457999967400
"""1000 @ 8pAlpXMD6x"" shows a 9♦, Q♠, 3♠, 3♦.",2026-03-27T02:53:16.391Z,177457999639100
"-- ending hand #18 --",2026-03-27T02:53:16.001Z,177457999600102
"""1000 @ 8pAlpXMD6x"" collected 80 from pot",2026-03-27T02:53:16.001Z,177457999600101
"Uncalled bet of 60 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:53:16.001Z,177457999600100
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:53:15.166Z,177457999516600
"""1000 @ 8pAlpXMD6x"" bets 60",2026-03-27T02:53:14.003Z,177457999400300
"River: A♥, 9♠, 10♦, K♦ [5♥]",2026-03-27T02:53:12.196Z,177457999219600
"""1000 @ 8pAlpXMD6x"" calls 10",2026-03-27T02:53:11.322Z,177457999132200
"""nad @ -kxVOncdJw"" bets 10",2026-03-27T02:53:10.401Z,177457999040100
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:53:08.868Z,177457998886800
"Turn: A♥, 9♠, 10♦ [K♦]",2026-03-27T02:53:08.002Z,177457998800200
"""nad @ -kxVOncdJw"" checks",2026-03-27T02:53:07.127Z,177457998712700
"""1000 @ 8pAlpXMD6x"" checks",2026-03-27T02:53:05.528Z,177457998552800
"Flop:  [A♥, 9♠, 10♦]",2026-03-27T02:53:04.081Z,177457998408100
"""nad @ -kxVOncdJw"" calls 30",2026-03-27T02:53:03.277Z,177457998327700
"""1000 @ 8pAlpXMD6x"" raises to 30",2026-03-27T02:53:01.660Z,177457998166000
"""nad @ -kxVOncdJw"" calls 10",2026-03-27T02:52:58.498Z,177457997849800
"""1000 @ 8pAlpXMD6x"" posts a big blind of 10",2026-03-27T02:52:57.331Z,177457997733105
"""nad @ -kxVOncdJw"" posts a small blind of 5",2026-03-27T02:52:57.331Z,177457997733104
"Player stacks: #1 ""1000 @ 8pAlpXMD6x"" (1115) | #2 ""nad @ -kxVOncdJw"" (885)",2026-03-27T02:52:57.331Z,177457997733101
"-- starting hand #18 (id: twspcbwvr9pc)  Pot Limit Omaha Hi (dealer: ""nad @ -kxVOncdJw"") --",2026-03-27T02:52:57.331Z,177457997733100
"-- ending hand #17 --",2026-03-27T02:52:54.423Z,177457997442302
"""1000 @ 8pAlpXMD6x"" collected 20 from pot",2026-03-27T02:52:54.423Z,177457997442301
"Uncalled bet of 20 returned to ""1000 @ 8pAlpXMD6x""",2026-03-27T02:52:54.423Z,177457997442300
"""nad @ -kxVOncdJw"" folds",2026-03-27T02:52:53.616Z,177457997361600
